6.127759990972418791e+01	1.311197104397379860e+02	-1.013828605111605299e+02	-2.282533283336124157e+02	-1.341716760790336309e+02	-6.044933946735451968e+01	-2.635536772180736875e+02	-1.314980176050572425e+01	3.343324392509422438e+01	-1.331298160416386338e+02	3.099825086235285809e+01	-6.316979904959650582e+01
2.446283114039819679e+02	-3.433400618638640367e+02	1.711236290775856048e+02	-2.673202231560069890e+02	-5.471669042220312349e+02	-7.741462114435036312e+01	9.710653713335564419e+01	-1.674186951563288517e+02	-4.223223629533248413e+01	-1.295165286864200596e+02	1.398755825197569891e+02	-1.280671120819702082e+02
1.909341063614581060e+02	-3.704081748357270385e+02	2.355403426011665715e+02	2.769367376786613022e+02	-2.031583567314905849e+02	-2.755060790252506564e+01	4.094882036367145588e+02	-2.847948986655664498e+02	-2.531014379671611323e+02	1.206661056582379672e+02	-1.050244151894019069e+02	7.146921624535399076e+01
1.654951562401191438e+02	8.592973060213913072e+01	-9.836622250416959901e+01	-4.033503997423966325e+02	-4.088342563503397287e+02	-1.005465513833813986e+02	-1.741192463025425354e+02	3.616103924733792496e+01	-2.259651337535884963e+01	-3.043638645684606558e+02	2.935915224287675755e+02	-2.560333294120979986e+02
2.741668471403030480e+02	-2.329464899650030247e+02	2.474237940257977186e+02	-8.037427822958225931e+01	-5.271996082636505889e+02	-7.666226328959535863e+01	1.148918987466238093e+02	-3.019536412277101931e+02	-4.360590054816641725e+01	-4.277310824314058380e+01	2.828952454209922394e+02	-1.527955933873876404e+02
-3.409473220539871363e+01	-2.958828188147282390e+01	9.572457924848418997e+01	2.356396270406974622e+02	1.157708314783202894e+02	4.705001732269773917e+00	1.068985606197296079e+02	-5.134912937864457660e+01	1.346577147813376207e+01	2.016780018796215757e+02	-1.365788414073333570e+02	6.776878071727929864e+01
1.677030361711653654e+02	-1.708590825104017199e+02	1.041031540063879248e+02	1.881418887876886714e+01	-1.069443974645367064e+02	-2.147197425333690433e+02	1.806343267115131539e+02	-7.503202625286893124e+01	-3.056958082313934142e+02	-1.831962996255838334e+02	1.682239152100403956e+01	6.943008825798800387e+01
7.156156109474989080e+01	1.221411366297055565e+02	-7.204306503174058207e+01	-1.147162869157326881e+01	-1.615389569546463733e+00	-1.229596391284843548e+02	1.040732467773269718e+02	1.492961928293393896e+02	-2.125872331877082786e+02	-4.066806114278841164e+02	-1.571319894013920475e+02	-3.400329228918501911e+01
1.544921297339276407e+02	-5.142711909330290609e+02	3.173601423621737467e+02	4.244451405289102581e+02	-2.719981911196710485e+02	-9.529948671191573339e+01	5.184357146629616864e+02	-3.521230512450540004e+02	-1.875465761466209074e+02	2.671741960656394212e+02	-5.734202725569158332e+01	1.917463909682722090e+02
1.203859682921906966e+02	-3.915245605346111688e+02	3.050732429318941854e+02	3.272819656781749131e+02	-8.099666988905912035e+01	5.875928549032431647e+01	3.009070545520557403e+02	-1.929278384042231380e+02	3.775500148670594136e+00	3.477990995040323128e+02	1.124714442972772943e+01	1.399820376636095034e+02
1.292124969797472431e+02	2.148197778630152754e+02	-1.227209300706511783e+02	-4.669675085308926441e+02	-2.575143976106098194e+02	-8.410278650128464051e+01	-3.259695387192419389e+02	-1.693280044502395754e+01	-1.717108118502606828e+02	-3.609562743329312866e+02	1.389817642785526459e+02	-1.927705904288197587e+02
-2.330750131127206544e+02	2.072304645864849988e+02	-1.499854106137198073e+01	2.161292482391490921e+02	5.909080491056829487e+02	6.348279289771936362e+01	3.024305703772285625e+01	3.597896419091032953e+02	6.081392555700259805e+01	-1.400640393233181413e+01	-2.241847014784395924e+02	9.681594989780568028e+01
-8.756878336553016595e+01	-3.278089563570016196e+01	8.640850125416245930e+01	2.066202593038144641e+02	8.841581057993198556e+01	2.681491161846947691e+01	1.582154131911119634e+02	-7.245112548315513834e+01	2.809720810965675497e+01	1.763433997352911433e+02	-1.398124319442506760e+02	1.323353339090812142e+02
